Time,target,CoP_x,CoP_y,CoP_z,RightA_x,RightA_y,RightA_z,LeftA_x,LeftA_y,LeftA_z,RightS_x,RightS_y,RightS_z,LeftS_x,LeftS_y,LeftS_z,RightGaze-Ray X,RightGaze-Ray Y,RightGaze-Ray Z,GazePosition_x,GazePosition_y,GazePosition_z
177085.5919432,960,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
177085.6051216,960,-0.0927414753474295,0.568323507905006,-1.03165629076505e-08,-222.491035945606,-449.668147058241,1643.48294750828,-90.8284976085426,-451.322093016317,1629.68623367556,44.3850458794109,-291.639365330463,1435.47338963596,-305.424209275468,-253.939036233598,1457.81607160825,0,0,0,0,0,0
177085.6167809,960,-0.0918487016111612,0.567851305007935,-1.02452622522511e-08,-222.453679335453,-449.665561443792,1643.44232118928,-90.8458568528115,-451.287380100552,1629.64079591012,44.6594704920824,-291.846138487856,1435.74767603108,-305.331162601735,-253.964595243545,1457.9119241882,0,0,0,0,0,0
177085.6285417,960,-0.0929775903001428,0.569549322128296,-1.05016557100465e-08,-222.396817638783,-449.623865527299,1643.46317171561,-90.7216659802863,-451.347236981905,1629.66817953013,44.7540391112558,-291.864130983358,1435.50370896921,-305.305166910076,-253.96183128539,1457.90100834489,0,0,0,0,0,0
177085.6409536,960,-0.0921676320955157,0.569087848067284,-1.0431975063858e-08,-222.359447672054,-449.464240945101,1643.51086340802,-90.6576420971189,-451.202536445575,1629.69719907631,44.7610369448776,-291.972442210685,1435.5226642018,-305.011537471186,-253.769939187571,1457.75529344645,0.0724000036716461,0.341600000858307,0.936999976634979,132.190002441406,603.27001953125,1733.67004394531
177085.6551428,960,-0.0923322917893529,0.568526297807693,-1.03471833317513e-08,-222.385196715986,-449.383667202942,1643.57088185303,-90.6006833435015,-451.243005383066,1629.71191046726,44.9781373416076,-292.080469066476,1435.64513336626,-304.890016697551,-253.691895236232,1457.81108253057,0,0,0,0,0,0
177085.6667491,960,-0.0929937366396189,0.568580605089664,-1.03553835033757e-08,-222.41952078712,-449.186457863065,1643.5111583518,-90.597847977805,-451.271706534944,1629.71114829028,45.0824176192107,-292.148405844024,1435.6209670747,-304.751187398887,-253.57169523545,1457.87474121514,0,0,0,0,0,0
177085.678813,960,-0.0923884519375861,0.567573629319668,-1.02033343888587e-08,-222.404076548383,-449.145737519943,1643.51593025295,-90.6242926538837,-451.143182116533,1629.72084323514,45.1258953539991,-292.285709589226,1435.70582555211,-304.639613002788,-253.626297328636,1457.86980214409,0.0744000002741814,0.410899996757507,0.908599972724915,48.1100006103516,234.070007324219,572.52001953125
177085.6895597,960,-0.0922670144587755,0.568952701985836,-1.04115685728313e-08,-222.32520118741,-449.02194098501,1643.53040978553,-90.5927535016975,-451.146141258821,1629.740617058,45.2475344084486,-292.301277800772,1435.70647355837,-304.655189097867,-253.649326728849,1457.92950502959,0,0,0,0,0,0
177085.7002706,960,-0.0933969373814762,0.567852713167667,-1.024547487846e-08,-222.289342935255,-449.049274745422,1643.48473411499,-90.5842090542536,-451.156297312689,1629.75391639411,45.2817694866195,-292.319083308759,1435.74422451463,-304.650340223932,-253.567243784925,1457.94396504017,0,0,0,0,0,0
177085.711466,960,-0.0921160992234945,0.56717948615551,-1.01438204254757e-08,-222.108758983413,-448.688362680413,1643.72809013102,-90.445907411386,-451.022749467007,1629.91315374713,45.7079044520304,-292.614467841303,1435.95521964224,-304.193693815498,-253.47578374671,1458.10407101917,0.0698999986052513,0.416799992322922,0.906300008296967,86.5299987792969,453.880004882812,1062.65002441406
177085.7224044,960,-0.0923528954386711,0.567378006875515,-1.01737962209113e-08,-221.914640286622,-448.484635878474,1643.89212061508,-90.4250004191954,-450.902569846423,1629.92413456539,45.8152884175437,-292.686976316609,1435.94761680235,-304.074803838203,-253.421953006093,1458.17898222957,0.0816999971866608,0.420199990272522,0.903699994087219,64.0100021362305,324.880004882812,764.330017089844
177085.733129,960,-0.0924543728120625,0.566951967775822,-1.01094661051448e-08,-221.968138080101,-448.431056946914,1643.95318191715,-90.3871223695499,-450.770147452527,1630.0392655039,45.9225612409206,-292.789283152464,1436.04452357047,-303.871763278552,-253.289391586915,1458.15297881566,0.0732999965548515,0.422199994325638,0.903500020503998,54.2799987792969,268.730010986328,636.960021972656
177085.7439083,960,-0.0925644863396883,0.567191049456596,-1.01455664354031e-08,-221.904048334393,-448.329080608523,1643.89127764419,-90.2113163037588,-450.703139908283,1630.07493645588,46.1803974587719,-292.896885913413,1436.08220782633,-303.639718668294,-253.19380843801,1458.13881741797,0,0,0,0,0,0
177085.7545901,960,-0.0937933832406998,0.568875342607498,-1.03998876314161e-08,-221.769429986603,-448.206984429235,1644.00641546858,-90.2001969940418,-450.540516455912,1630.00121978472,46.228247373997,-293.002466007057,1436.04230824122,-303.49815587621,-253.300775227346,1458.13044172943,0,0,0,0,0,0
177085.7652092,960,-0.0937781295739114,0.567100927233696,-1.01319583580307e-08,-221.775131631566,-448.089663199644,1644.04112645928,-90.1287593086171,-450.46745721097,1630.10276741673,46.4139435612253,-292.982987021182,1436.05345534264,-303.503906697109,-253.225073658155,1458.30659077683,0,0,0,0,0,0
177085.7761373,960,-0.0930530777201057,0.567428424954414,-1.01814091391967e-08,-221.676384216845,-447.941535532406,1644.09924261501,-90.001907508995,-450.367703257064,1630.16629103043,46.4999212774458,-293.002694315287,1435.99608490048,-303.318275280183,-253.195269406292,1458.29685183011,0,0,0,0,0,0
177085.7867549,960,-0.0930241042748094,0.566901162266731,-1.01017946865268e-08,-221.494703044978,-447.819244594131,1644.15305376817,-89.9214341096148,-450.251616195327,1630.18216858876,46.7017949711342,-293.130589654948,1436.05473934659,-302.654873528547,-252.891177219854,1458.03477385842,0,0,0,0,0,0
177085.7973596,960,-0.093848561309278,0.567393854260445,-1.01761891095167e-08,-221.393657920014,-447.820805996269,1644.09492107869,-89.6255373481479,-450.254648013683,1630.33938444031,46.8440143890376,-293.124465586341,1436.09627283494,-302.676496717492,-252.937294867431,1458.12147306506,0,0,0,0,0,0
177085.808233,960,-0.0935156512074173,0.567106492817402,-1.01327987378089e-08,-221.327875483312,-447.718845039568,1644.11543982868,-89.595605926631,-450.18753371659,1630.18868278266,47.0637542279832,-293.173058985294,1436.17207517992,-302.409361925744,-252.8868846293,1458.06840239784,0,0,0,0,0,0
177085.8189084,960,-0.0934682408347726,0.567486137151718,-1.01901234387442e-08,-221.046137093092,-447.587469187915,1644.13337098211,-89.4150661375834,-450.16141948009,1630.28752861165,47.2715350402053,-293.282334629346,1436.23712322412,-302.307818403782,-252.792574007764,1458.2712962992,0,0,0,0,0,0
177085.8294931,960,-0.094308115914464,0.567673221230507,-1.02183723493611e-08,-220.7322094565,-447.431607090077,1644.05867611448,-89.1947970403192,-450.104048884947,1630.35751975454,47.306465587563,-293.26524972534,1436.24776710689,-302.125897666591,-252.700302566155,1458.27388974691,0,0,0,0,0,0
177085.8401196,960,-0.0938112501986325,0.566211856901646,-9.99771246973882e-09,-220.610799319337,-447.352052158376,1644.12367533187,-89.0400522080207,-450.0444289379,1630.31991842053,47.6349483023393,-293.299624948902,1436.33833742012,-301.988288760796,-252.497669420388,1458.34185781188,0.0904000028967857,0.437900006771088,0.894500017166138,26.6299991607666,109.529998779297,277.429992675781
177085.8507409,960,-0.0938796442002058,0.566517017781734,-1.0043790481728e-08,-220.41608949247,-447.266145483584,1644.20670640629,-88.9716320950988,-450.045157261315,1630.36084884709,47.787454936062,-293.295375623274,1436.40150364014,-301.914862487497,-252.446726182015,1458.37750433411,0.0794999971985817,0.42739999294281,0.900600016117096,28.2399997711182,116.160003662109,293.600006103516
177085.8613127,960,-0.0949993821792305,0.5669274777174,-1.01057682091194e-08,-220.409919255083,-447.232317486166,1644.19718843151,-88.9683910430512,-450.017467050605,1630.3437626589,47.9732516339644,-293.345655960987,1436.54256763176,-301.802665949544,-252.360799866097,1458.50950738576,0.0830999985337257,0.437799990177155,0.89520001411438,24.7999992370605,115.76000213623,292.720001220703
177085.8720303,960,-0.0949673316441476,0.56752622127533,-1.01961759731575e-08,-220.319329461344,-447.145644868626,1644.15806887377,-88.7910566003821,-449.917808832679,1630.32350907316,48.136449460579,-293.182805969558,1436.66266461637,-301.52109426008,-252.289253920251,1458.38444869952,0.088299997150898,0.42399999499321,0.901300013065338,70.120002746582,294.209991455078,684.929992675781
177085.8829487,960,-0.0954172787256539,0.56801676005125,-1.02702452692989e-08,-220.044864414981,-447.083151674614,1644.14112982217,-88.5362845129691,-449.718861308736,1630.19154228668,48.3471472560687,-293.056586715924,1436.49158719673,-301.151010976078,-252.073918308592,1458.1613312827,0.122500002384186,0.422800004482269,0.897899985313416,106.120002746582,408.929992675781,938.010009765625
177085.89351,960,-0.096347292792052,0.567691050469875,-1.0221064489668e-08,-219.678217375533,-446.937283092013,1644.25724475812,-88.4372449104328,-449.701349820193,1630.22894967474,48.5935417359781,-292.980585024197,1436.36642193518,-301.124475838868,-252.108449327138,1458.34709437977,0,0,0,0,0,0
177085.9042714,960,-0.0966567240189761,0.567280068993568,-1.01590080118289e-08,-219.545555598419,-446.890713806434,1644.2522282789,-88.1830276445324,-449.616649756038,1630.1685433073,48.8521515588926,-293.033254612014,1436.44002300969,-300.956983744794,-251.98520255735,1458.3424116213,0,0,0,0,0,0
177085.9149112,960,-0.0958618977107108,0.567618794739246,-1.02101541776345e-08,-219.274133221612,-446.863133030369,1644.21256361523,-87.9364812596805,-449.519220752453,1630.20263365501,49.1623418499342,-292.96388758006,1436.69627507533,-300.825596009085,-251.966039541748,1458.44655375007,0,0,0,0,0,0
177085.9254669,960,-0.0958008783869445,0.56835862994194,-1.03218661878038e-08,-219.132953079413,-446.743563362248,1644.05289878613,-87.805987450528,-449.436298487757,1630.16761843064,49.3050550418349,-292.839049391683,1436.61434121809,-300.403153457114,-251.757358972234,1458.24509882284,0,0,0,0,0,0
