Time,target,CoP_x,CoP_y,CoP_z,RightA_x,RightA_y,RightA_z,LeftA_x,LeftA_y,LeftA_z,RightS_x,RightS_y,RightS_z,LeftS_x,LeftS_y,LeftS_z,RightGaze-Ray X,RightGaze-Ray Y,RightGaze-Ray Z,GazePosition_x,GazePosition_y,GazePosition_z
268857.6459738,960,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
268857.6577265,960,-0.163636224074289,1.99652924746275,-1.30655531627893e-08,-65.2492688479493,51.4567942857155,1658.74705790708,66.8334589197606,54.1823273505172,1644.62758075383,163.725732136543,177.742556716839,1422.83783616052,-158.58366910353,196.674882987502,1420.05681516951,0,0,0,-5.40999984741211,61.1399993896484,278.850006103516
268857.6693878,960,-0.164181685736403,1.99540013432503,-1.28950618184139e-08,-65.0895273035461,51.5833375224457,1658.80617523333,66.9966095003589,54.2867802212939,1644.65364913752,163.858880269793,177.745680786292,1422.80133906222,-158.438329007334,196.69944408576,1420.07909867022,0,0,0,0,0,0
268857.6814587,960,-0.164379290558863,1.99565513789654,-1.29335662873416e-08,-64.9672158352513,51.6746582103837,1658.8337139836,67.1106740835884,54.3762776739704,1644.65646530243,163.967417074598,177.756621006879,1422.77045533961,-158.325746453983,196.736363883582,1420.08539240044,0,0,0,0,0,0
268857.6937428,960,-0.16443497084314,1.99531940728426,-1.28828723741075e-08,-64.8086355801181,51.7983491859953,1658.85403399756,67.2558542806274,54.4766102795865,1644.66817619952,164.104739884441,177.773778853195,1422.73531648911,-158.166191900084,196.768931690511,1420.10363735609,0,0,0,0,0,0
268857.7076434,960,-0.165670714885928,1.99496209233999,-1.28289193173426e-08,-64.6490448173495,51.9260823485433,1658.86136295656,67.3908815921635,54.5651995362241,1644.66354308054,164.251553268839,177.789895312822,1422.71366823061,-158.013076189377,196.837442928595,1420.12850877373,-0.192200005054474,0.10980000346899,0.975199997425079,-59.3699989318848,24.6800003051758,279.070007324219
268857.71893,960,-0.165490512640681,1.99539511263371,-1.28943035641027e-08,-64.4922065723105,52.0472635766688,1658.8463608486,67.5355840180286,54.6418650689024,1644.65561963973,164.401676397118,177.815491292418,1422.69405299337,-157.863079039012,196.896066218245,1420.17959746846,0,0,0,0,0,0
268857.7297003,960,-0.164822868194315,1.99600088208914,-1.29857722091727e-08,-64.3867396031661,52.1410333312813,1658.83719170302,67.6445911050794,54.702267681349,1644.6465946403,164.502159858482,177.845453816866,1422.69275148821,-157.754635537923,196.943416069913,1420.2065426001,0,0,0,0,0,0
268857.7404478,960,-0.164635835061781,1.99617734909058,-1.30124179856746e-08,-64.2648493843774,52.2205467276258,1658.82752893054,67.7496206199155,54.762832023922,1644.63563899256,164.607664926522,177.862270341398,1422.71888054052,-157.664873008918,196.985586845061,1420.25604663499,0,0,0,0,0,0
268857.7512034,960,-0.166416949788108,1.9939788466692,-1.26804533481985e-08,-64.1632048187398,52.2910637753912,1658.82877389576,67.8687405502209,54.8188226329104,1644.63058958921,164.70416734387,177.905407323439,1422.71493475372,-157.562649552287,197.030547065705,1420.30778579627,0,0,0,0,0,0
268857.7619498,960,-0.165000433729326,1.99606716990471,-1.29957813910827e-08,-64.0147626830584,52.3868686808089,1658.83821358034,68.0140381759256,54.905539739541,1644.63095785301,164.81277590137,177.936666330599,1422.74038963648,-157.462128236075,197.112053798457,1420.38985986609,0,0,0,0,0,0
268857.7726252,960,-0.163974655754864,1.99411356806755,-1.27007957138607e-08,-63.9010597205001,52.4588369841398,1658.85754158918,68.1252413061838,54.9613513392234,1644.62380441039,164.901815409077,177.97136770938,1422.76337361463,-157.355500041324,197.159192037414,1420.44967240256,0,0,0,0,0,0
268857.783335,960,-0.165703860830981,1.99564915508032,-1.29326629072052e-08,-63.7874675811567,52.5265141528774,1658.86243260652,68.2432236721819,55.0237689660124,1644.61450956465,164.988327940877,178.005849446282,1422.78635747945,-157.259763407488,197.20484098311,1420.50567537182,0,0,0,0,0,0
268857.7939905,960,-0.165135781592689,1.99658927679062,-1.30746173393261e-08,-63.6389324830467,52.586480598779,1658.88651347423,68.3698681244761,55.1031135138235,1644.60961798777,165.081185645134,178.049366135224,1422.81657718239,-157.171225578248,197.240726656311,1420.57330053964,0,0,0,0,0,0
268857.8046204,960,-0.165236703461269,1.99584921061993,-1.29628704539585e-08,-63.5155747323994,52.6468904515416,1658.93671907119,68.4927987793453,55.1787465511828,1644.62665079087,165.179986350238,178.102083831693,1422.84326879316,-157.078479497805,197.290489004597,1420.6203967922,0,0,0,0,0,0
268857.8152097,960,-0.165223765688133,1.99624532818794,-1.30226825440366e-08,-63.320073216594,52.7430661519777,1658.97328661325,68.6717645997515,55.2907774998992,1644.6429970903,165.316883488186,178.167431833064,1422.87924086197,-156.948206735109,197.332820667397,1420.68673161093,-0.00989999994635582,0.384099990129471,0.923200011253357,-36.6800003051758,373.600006103516,902.200012207031
268857.8256931,960,-0.166976079074666,1.99395235985518,-1.26764539504589e-08,-63.1937920511582,52.8110029428658,1659.01745517141,68.8086911566115,55.3887885451695,1644.66656210672,165.427429477649,178.198768607966,1422.93468850749,-156.841597015995,197.365593510895,1420.72353531066,-0.00839999970048666,0.398699998855591,0.916999995708466,-38.1399993896484,385.579986572266,928.820007324219
268857.8361926,960,-0.165045304681407,1.9963823518157,-1.30433725366752e-08,-63.0746714031199,52.8875627046942,1659.05933626848,68.9573890313754,55.4944026527841,1644.6957608681,165.538685202705,178.23601824242,1422.96995415009,-156.736672421424,197.408783555296,1420.75945413782,-0.00899999961256981,0.38960000872612,0.921000003814697,-38.3499984741211,385.670013427734,924.659973144531
268857.8467252,960,-0.166236872631125,1.99611672371626,-1.3003263808626e-08,-62.946214602959,52.969786194088,1659.11059604307,69.104802894892,55.6134322577946,1644.74058792521,165.658939257436,178.283214093568,1423.01331200677,-156.622059201057,197.434202569862,1420.79691351321,-0.0107000004500151,0.404500007629395,0.914499998092651,-38.4700012207031,383.140014648438,915.119995117188
268857.8573483,960,-0.166001519267447,1.99654134720564,-1.30673801731772e-08,-62.8143827628181,53.0590252627255,1659.1379619789,69.2678890762943,55.7266759186063,1644.77379928326,165.775391066266,178.31623643076,1423.04887612077,-156.500179549236,197.464931696264,1420.82743143271,-0.00839999970048666,0.394600003957748,0.918799996376038,-38.8199996948242,380.959991455078,908.530029296875
268857.8678359,960,-0.16442731030751,1.99588957041502,-1.29689646136086e-08,-62.6630300336768,53.1605806025377,1659.16409387995,69.3919360560723,55.8412117986004,1644.81803066095,165.89405209865,178.357705034199,1423.08374134196,-156.369840168269,197.488281158479,1420.85709661661,-0.0122999995946884,0.406399995088577,0.913600027561188,-38.9300003051758,372.660003662109,889.010009765625
268857.8783857,960,-0.166337472931482,1.9969412496686,-1.31277637665047e-08,-62.5056193381509,53.2918839305509,1659.21192983593,69.5480455290425,55.9882985045186,1644.86835975704,166.048262695082,178.409374417295,1423.11123004461,-156.194813332071,197.513148715319,1420.88914126813,0,0,0,0,0,0
268857.88893,960,-0.167361120888963,1.99754839748144,-1.32194405377582e-08,-62.3843056597516,53.3980515783003,1659.24814040344,69.6626569067854,56.0910649038302,1644.9031847601,166.160343226346,178.450899584462,1423.10893610896,-156.063410362989,197.529952162388,1420.91921447616,0,0,0,0,0,0
268857.8995315,960,-0.166585021265782,1.99725903183222,-1.31757475393296e-08,-62.2606284587217,53.5056582771518,1659.26573305592,69.7680194877466,56.1869271762668,1644.9282915155,166.26947431891,178.479549330139,1423.11622036099,-155.939307911869,197.553651299399,1420.91247918865,0,0,0,0,0,0
268857.9101058,960,-0.166602218253538,1.99711022138596,-1.31532777865717e-08,-62.1395302343459,53.6122705646857,1659.29496583274,69.8854911201811,56.2736642353953,1644.96442730337,166.387316078158,178.506409769699,1423.12471734354,-155.83750540405,197.579304851987,1420.93315577613,0,0,0,0,0,0
268857.9207654,960,-0.168655714215711,1.99552561700344,-1.29140091761443e-08,-62.0315894450546,53.7239653247518,1659.32670851611,69.9808896367645,56.3583555419156,1645.00316104661,166.500358002598,178.533393589367,1423.1276129365,-155.725345290801,197.595038229296,1420.9502018251,0,0,0,0,0,0
268857.9313878,960,-0.167484689000994,1.99795054256916,-1.3280162758011e-08,-61.9274394821709,53.8228587574382,1659.35264407706,70.0813107450875,56.4476139092782,1645.04226913925,166.604576742659,178.552823230451,1423.13842278989,-155.618041242497,197.599648307536,1420.96033916444,0,0,0,0,0,0
268857.9418415,960,-0.167273969119415,1.99641467988491,-1.30482539394298e-08,-61.7732840966874,53.9528687662531,1659.36400113146,70.2387777629444,56.5573511153707,1645.06499449291,166.762290651995,178.600290791123,1423.14281898616,-155.460836267918,197.590859134349,1420.98436794204,0,0,0,0,0,0
268857.9523156,960,-0.168792078932747,1.99875213563442,-1.34011999462012e-08,-61.6638289749435,54.037736380667,1659.38595151309,70.364695368855,56.6307710697215,1645.08235219756,166.876343403367,178.64952332538,1423.14224382739,-155.346621390663,197.589740503089,1420.98623428361,0,0,0,0,0,0
268857.9629029,960,-0.168379364963621,1.99850406855345,-1.33637428582286e-08,-61.5353237551287,54.1069953737311,1659.40894339148,70.5033250056438,56.696572042947,1645.09982901454,167.017240150789,178.677592234794,1423.1486327895,-155.220082221784,197.596069380775,1420.98953096095,0,0,0,0,0,0
268857.9734455,960,-0.16885929341428,1.99867129683495,-1.33889936267988e-08,-61.4025761471244,54.1659466830042,1659.42250179408,70.6303242352537,56.7562969325112,1645.10305539825,167.147145708391,178.714112665697,1423.14116118675,-155.12558833968,197.598470256441,1420.99516195444,0,0,0,0,0,0
268857.9840576,960,-0.169129249602556,1.99937985450029,-1.34959828601155e-08,-61.2662486377459,54.2106987417654,1659.43331507718,70.7692796984322,56.8073900305675,1645.11112487618,167.27186541888,178.743149932094,1423.14121585273,-155.02502289273,197.595088695755,1421.00550238929,0,0,0,0,0,0
