Time,target,CoP_x,CoP_y,CoP_z,RightA_x,RightA_y,RightA_z,LeftA_x,LeftA_y,LeftA_z,RightS_x,RightS_y,RightS_z,LeftS_x,LeftS_y,LeftS_z,RightGaze-Ray X,RightGaze-Ray Y,RightGaze-Ray Z,GazePosition_x,GazePosition_y,GazePosition_z
459832.222546,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459832.2343516,960,0,0.1,0,-78.7812608197214,66.2905715844167,1178.77938152174,54.1354755681467,71.9236136669658,1164.93148112633,175.624814972518,224.021720519282,954.968214227704,-184.784045184442,239.817316003022,957.829718558957,0,0,0,0,0,0
459832.246152,960,0,0.1,0,-78.8451458927261,66.3015780965616,1178.65366528809,53.9332440206238,71.7923089791914,1164.5970317166,175.550002764346,224.002953595005,954.949603675175,-184.786777511754,239.963470385956,957.726624883486,0.111699998378754,0.550300002098083,0.827499985694885,0,0,0
459832.2575838,960,0,0.1,0,-78.8610512493142,66.3381609761252,1178.5259736535,53.8153452551567,71.7388345129568,1164.39932084918,175.518840883731,223.97946217326,954.9615752107,-184.854758246776,240.039339894975,957.762570468022,0.0834000036120415,0.527100026607513,0.845700025558472,0,0,0
459832.2699463,960,0,0.1,0,-78.9480058441108,66.3109284328806,1178.43901807701,53.5877025299318,71.6270010338912,1164.23672952397,175.46667220443,223.89924131363,954.95107756099,-184.898926989903,240.144372923356,957.786650798498,0,0,0,0,0,0
459832.2845278,960,0,0.1,0,-79.169919917575,66.2900352633359,1178.28653014172,53.3885142634059,71.3910279447859,1163.96652568829,175.371860921733,223.792833683442,954.934427148224,-184.955443642312,240.228225159152,957.836164297733,0,0,0,0,0,0
459832.2951195,960,0,0.1,0,-79.2999308328111,66.2628467557716,1178.19675481975,53.336574005787,71.2885602120651,1163.81322626002,175.330537284913,223.732599000524,954.962997014227,-184.969311267325,240.284492703271,957.852037685642,0,0,0,0,0,0
459832.3058528,960,0,0.1,0,-79.4106662812446,66.2215848233697,1178.12286368158,53.3035767762103,71.2071972603932,1163.71530520782,175.25797250074,223.573054301087,954.975052235036,-185.067570374888,240.359253820596,957.807803215409,0.113799996674061,0.559000015258789,0.821300029754639,0,0,0
459832.3165692,960,0,0.1,0,-79.5996248989434,66.1956193232958,1178.07998958128,53.2671680252776,71.1509761940565,1163.65107872023,175.166255936517,223.474571521662,954.975782242076,-185.098399784609,240.415386757328,957.831233740494,0.0869999974966049,0.541400015354156,0.836199998855591,0,0,0
459832.327303,960,0,0.1,0,-79.7974592660603,66.1678504890346,1178.0260745175,53.1513989554527,71.0431371550448,1163.60164442934,175.163024102758,223.366150182558,954.983107493385,-185.159609203234,240.472881769278,957.796411849788,0.11429999768734,0.553600013256073,0.824899971485138,0,0,0
459832.3380686,960,0,0.1,0,-80.0140350201026,66.1139155087413,1178.00858076768,52.9485296224013,70.9030469510125,1163.5293977428,175.140521078038,223.299060706916,954.976225277279,-185.274331619552,240.4773492657,957.760631522758,0.0903000012040138,0.528699994087219,0.843999981880188,0,0,0
459832.3487506,960,0,0.1,0,-80.2945216349564,66.0090035433153,1177.98163461603,52.8075165968646,70.761374161573,1163.44872447238,175.084269171973,223.220873598163,954.92202368884,-185.403191151177,240.492922669912,957.791348011822,0,0,0,0,0,0
459832.3594804,960,0,0.1,0,-80.4995233751712,65.8339498333056,1177.96054700871,52.5920822291826,70.6098855283879,1163.33381519374,175.07409592969,223.164848173192,954.941490283651,-185.436443338702,240.551846380194,957.766103190379,0,0,0,0,0,0
459832.3701457,960,0,0.1,0,-80.7106408815745,65.7107349570516,1177.89513158769,52.38922780419,70.4393737884078,1163.27668656905,175.005161702579,223.115621805733,954.9063307944,-185.523523569559,240.539373278127,957.741543699108,0,0,0,0,0,0
459832.3813086,960,0,0.1,0,-80.7788230185894,65.6713244288787,1177.85350398255,52.2163434176275,70.2491536837553,1163.16483278262,174.911268003604,223.021148570256,954.887490342397,-185.584922882458,240.565672361012,957.762073839747,0,0,0,0,0,0
459832.391973,960,0,0.1,0,-80.8290633043511,65.6304861641672,1177.72010996925,52.0685769718029,69.9980065482393,1163.06466458644,174.766172144885,222.926286935195,954.867167493573,-185.687021983091,240.48077325212,957.815725269467,0,0,0,0,0,0
459832.4026153,960,0,0.1,0,-80.8543861601744,65.5792489789047,1177.59451790268,52.0142692978918,69.8638998774954,1162.97059466393,174.686139131793,222.85917871074,954.87544838267,-185.733280523691,240.485227519236,957.837373255204,0,0,0,0,0,0
