Time,target,CoP_x,CoP_y,CoP_z,RightA_x,RightA_y,RightA_z,LeftA_x,LeftA_y,LeftA_z,RightS_x,RightS_y,RightS_z,LeftS_x,LeftS_y,LeftS_z,RightGaze-Ray X,RightGaze-Ray Y,RightGaze-Ray Z,GazePosition_x,GazePosition_y,GazePosition_z
1565093.7722415,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565093.7842942,960,-0.0130541361868382,0.0378913268446922,0,-61.6185955460528,30.1631851520202,1596.22428826971,66.75778656909,34.0475612009706,1582.04290602997,-167.174580799732,187.077483003049,1366.01399522754,176.660347452451,157.405354907272,1378.31188839353,0,0,0,0,0,0
1565093.7960214,960,-0.0129850190132856,0.0380865544080734,0,-61.6332352656342,30.4865908355507,1596.05080749933,66.9108856631033,34.1181329222464,1582.31886664075,-167.113566639435,187.371056026692,1366.24583024403,176.712460779091,157.474561694338,1378.41451237421,0,0,0,0,0,0
1565093.8074969,960,-0.0130751980468631,0.0376428350806236,0,0,0,0,67.0409315832126,34.3940123773666,1582.54993839696,-166.880204345251,187.53643214783,1366.57530747009,176.599325729409,157.671468472431,1378.42780421142,0,0,0,0,0,0
1565093.8195098,960,-0.0129454405978322,0.038419833779335,0,-64.6416860723709,31.8937081489137,1594.20354233085,67.2270834251341,34.8750666152316,1582.9221165784,-167.01035340267,187.661059773576,1366.74597940381,176.516024783024,157.819837504001,1378.59908361937,0.0808999985456467,0.0399999991059303,0.995899975299835,55.7799987792969,-2.33999991416931,907.02001953125
1565093.834053,960,-0.01273397449404,0.0384197480976582,0,-64.961684769262,32.4292938740445,1594.39602430664,66.8342536896777,35.4670031548196,1582.78193049439,-167.054668268021,187.932705048979,1366.77979119459,176.330680841356,158.064237379213,1378.66245499544,0,0,0,0,0,0
1565093.8446752,960,-0.0128262061625719,0.0389010630548,0,-64.9944060716015,32.8466776048259,1595.03535129073,67.2282888723372,35.9191817143579,1582.72554247015,-167.160405455983,188.309863150868,1366.695292712,176.315569902261,158.618521570148,1378.5715795635,0,0,0,0,0,0
1565093.855367,960,-0.0125300604850054,0.0387023821473122,0,-62.2968650745673,32.4844967805916,1596.7930132285,67.0665684309745,36.288471769569,1582.73116838257,-167.133128062494,188.564598198319,1366.75521635486,176.46041515579,158.828296315169,1378.54425329564,0,0,0,0,0,0
1565093.8660709,960,-0.0130964685231447,0.0388124756515026,0,-62.3731233185372,33.1531169830596,1596.77887707875,67.7801152480948,36.2154317613492,1583.6461823478,-167.024337118311,188.88370116104,1366.82633326357,176.709695860401,159.281210597581,1378.66594041296,0,0,0,0,0,0
1565093.8769875,960,-0.0126858400180936,0.0388426318764687,0,-61.8347024707537,33.2723990256703,1596.74394310642,67.9360149583219,36.3646931976131,1583.75941578489,-166.997589739223,189.198556404146,1366.60067521817,176.641177266821,159.411366994246,1378.6281477432,0,0,0,0,0,0
1565093.887729,960,-0.0131115857511759,0.037261164188385,0,-61.5665772568802,33.8017354731696,1596.86142073204,67.5427459189665,37.2986086872239,1583.40499430209,-167.027017999888,189.46230373263,1366.53581702437,176.584857538243,159.649097544714,1378.51168801278,0,0,0,0,0,0
1565093.8987352,960,-0.0129119483754039,0.0373253062367439,0,0,0,0,67.5499059704522,37.8400381454386,1583.41150539048,-167.133885518261,189.760437348984,1366.46732827909,176.574506649918,159.91263281926,1378.42257102153,0.0753000006079674,0.0463000014424324,0.996100008487701,46.0999984741211,-1.78999996185303,801.659973144531
